名稱,來源平台,提供機關,格式,資源數,授權,最後更新,ODPortal,原始網址,分級,資源總數,已探測資源,最大記錄數,檔案類欄位,實際型態,合併筆數,合併來源,分級未涵蓋新增資源
臺北市都市原住民家庭租屋補貼,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/12 下午 03:35:28,https://odportal.tw/dataset/qoSPtIEJ,https://data.gov.tw/dataset/134701,真資料,1,1,9.0,,text,1,qoSPtIEJ,False
108年現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON,12,OGDL-1.0,2025/6/10 上午 10:57:53,https://odportal.tw/dataset/qqYOh5BN,https://data.gov.tw/dataset/85868,真資料,12,2,114.0,,json;text,1,qqYOh5BN,False
現住原住民婚姻狀況(88-91年)-年 依 期間， 鄉鎮市，平地/山地 與 項目,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/18 上午 01:03:01,https://odportal.tw/dataset/qsXsQ0gK,https://data.gov.tw/dataset/129399,失效,1,1,,,,1,qsXsQ0gK,False
臺北市原住民兒童及少年課後照顧關懷據點,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/17 上午 11:57:20,https://odportal.tw/dataset/r-GYuNMX,https://data.gov.tw/dataset/134648,真資料,1,1,5.0,,text,1,r-GYuNMX,False
現住人口數按性別及原住民身分分,政府開放資料平臺,,API;CSV;JSON,51,OGDL-1.0,2025/12/25 上午 09:06:12,https://odportal.tw/dataset/r5wRe_ES,https://data.gov.tw/dataset/32974,真資料,51,2,3787.0,,text,1,r5wRe_ES,False
臺北市原住民兒童及少年課後照顧關懷據點,臺北市政府,原民會,CSV,1,,2026/6/17 上午 11:57:19,https://odportal.tw/dataset/rECRscWU,https://data.taipei/dataset/detail?id=b0f6620f-f965-4863-bcbb-7d0ce509a5a0,網址無效,1,1,,,,1,rECRscWU,False
109年臺東縣原住民文化健康站,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/5/20 上午 11:08:13,https://odportal.tw/dataset/rYR_zsMK,https://data.gov.tw/dataset/165791,真資料,1,1,71.0,,text,1,rYR_zsMK,False
原住民族土地或部落範圍土地調查及劃設計畫核定補助單位,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:56:33,https://odportal.tw/dataset/rYk8ZNdl,https://data.gov.tw/dataset/164360,真資料,3,2,116.0,,json;text,1,rYk8ZNdl,False
現住原住民族戶口數(民國100年以前),政府開放資料平臺,,CSV,1,OGDL-1.0,2025/6/26 上午 09:04:32,https://odportal.tw/dataset/riUGuxcd,https://data.gov.tw/dataset/123497,真資料,1,1,10.0,,text,1,riUGuxcd,False
原住民族經濟戶長平均每月收入依族別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:50:29,https://odportal.tw/dataset/roEzfHE6,https://data.gov.tw/dataset/145240,真資料,3,2,16.0,,json;text,1,roEzfHE6,False
原住民、身心障礙者就業服務之有效求職推介就業人數-按性別分,政府開放資料平臺,,CSV;JSON;WEBSERVICES;XML,4,OGDL-1.0,2026/6/16 上午 10:30:46,https://odportal.tw/dataset/rrFtGUPQ,https://data.gov.tw/dataset/146536,真資料,4,2,20.0,,text,1,rrFtGUPQ,False
原住民族委員會原住民族文化發展中心單位決算書,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:03:04,https://odportal.tw/dataset/rrunZ3NU,https://data.gov.tw/dataset/158770,連結殼,3,2,12.0,網址,json;text,1,rrunZ3NU,False
108年現住原住民人口數按性別、原住民身分及族別分,臺南市政府,臺南市政府民政局,CSV;JSON,24,OGDL-1.0,2026/5/4 上午 10:55:13,https://odportal.tw/dataset/ryi7WXvE,https://data.tainan.gov.tw/DataSet/Detail/6705c486-b4b5-4e3e-a939-3841bafbf14d,真資料,24,2,342.0,,html;text,1,ryi7WXvE,False
台閩原住民族人口-按族別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/21 下午 03:59:39,https://odportal.tw/dataset/ryjjo_jO,https://data.gov.tw/dataset/145937,真資料,3,2,884.0,,json;text,1,ryjjo_jO,False
原住民族福利,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/11/27 下午 02:31:17,https://odportal.tw/dataset/rzK05AJo,https://data.gov.tw/dataset/123581,真資料,1,1,19.0,,text,1,rzK05AJo,False
全國原住民保留地使用情形,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:13:09,https://odportal.tw/dataset/s48I-1Ow,https://data.gov.tw/dataset/170589,真資料,3,2,325.0,,json;text,1,s48I-1Ow,False
113年現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON,24,OGDL-1.0,2025/6/10 上午 11:36:47,https://odportal.tw/dataset/s9k8Rfqc,https://data.gov.tw/dataset/172997,真資料,24,2,114.0,,json,1,s9k8Rfqc,False
原住民族文學及出版品,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:11:28,https://odportal.tw/dataset/sCSEfA4n,https://data.gov.tw/dataset/156621,真資料,3,2,73.0,,json;text,1,sCSEfA4n,False
高雄市原住民戶數,政府開放資料平臺,,JSON,1,OGDL-1.0,2025/6/30 下午 09:45:53,https://odportal.tw/dataset/sI1QNigq,https://data.gov.tw/dataset/155835,真資料,1,1,14.0,,json,1,sI1QNigq,False
澎湖縣西嶼鄉原住民人口年齡層統計(113年起),政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/8/7 下午 04:29:48,https://odportal.tw/dataset/sUj8UEJ8,https://data.gov.tw/dataset/178267,失效,3,2,,,,1,sUj8UEJ8,False
高雄市原住民就業服務站求職登記人數,政府開放資料平臺,,JSON,1,OGDL-1.0,2025/9/5 下午 04:34:44,https://odportal.tw/dataset/sV0KoJqn,https://data.gov.tw/dataset/104323,真資料,1,1,12.0,,json,1,sV0KoJqn,False
原住民族16族語方言之分布參考表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/26 下午 03:39:20,https://odportal.tw/dataset/scV_jGpy,https://data.gov.tw/dataset/164237,真資料,3,2,133.0,,json;text,1,scV_jGpy,False
原住民族就業者的第一份工作的職業-按地區別分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:15:13,https://odportal.tw/dataset/skEsUnVf,https://data.gov.tw/dataset/161538,真資料,3,2,320.0,,json;text,1,skEsUnVf,False
原住民民族別認定辦法第9條第3項-新民族別之原屬民族別體系表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:52:24,https://odportal.tw/dataset/svTLQey3,https://data.gov.tw/dataset/112705,真資料,3,2,7.0,,json;text,1,svTLQey3,False
臺灣原住民青年雜誌,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:44:33,https://odportal.tw/dataset/t9trMKfO,https://data.gov.tw/dataset/151905,真資料,3,2,11.0,,json;text,1,t9trMKfO,False
國民小學原住民學生及畢業生人數—按年級別與校別分,政府開放資料平臺,,CSV;JSON,6,OGDL-1.0,2026/5/7 上午 09:28:44,https://odportal.tw/dataset/tCF3qKbU,https://data.gov.tw/dataset/33511,真資料,6,2,5680.0,,text,1,tCF3qKbU,False
澎湖縣馬公市109年各里現住人口數按性別及原住民身分分,政府開放資料平臺;澎湖縣政府,馬公戶政事務所,CSV;JSON;XML,3,OGDL-1.0,2026/7/3 上午 12:02:22,https://odportal.tw/dataset/xBalq0CP,http://opendata.penghu.gov.tw/dataset/utq6001-2020-02-10-1581319209,真資料,3,2,1224.0,,json;text,2,tGR71UpX;xBalq0CP,False
110年現住原住民人口數按性別、原住民身分及族別分,臺南市政府,臺南市政府民政局,CSV;JSON,24,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/tJYY-MJj,https://data.tainan.gov.tw/DataSet/Detail/ee28bcb2-146b-46e6-92a0-4a240c43117b,真資料,24,2,342.0,,html;text,1,tJYY-MJj,False
國民年金原住民族給付總發放人數發放金額及受益比統計表依縣市別統計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:52:57,https://odportal.tw/dataset/tMNIUTwG,https://data.gov.tw/dataset/166823,真資料,3,2,66.0,,json;text,1,tMNIUTwG,False
偏遠與原住民族地區家用桶裝瓦斯差價補助金額,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/9/17 上午 11:21:26,https://odportal.tw/dataset/tRlurc0U,https://data.gov.tw/dataset/16410,真資料,1,1,751.0,,text,1,tRlurc0U,False
原住民族委員會資料開放諮詢小組委員名單,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/21 下午 04:15:14,https://odportal.tw/dataset/tTyFLN2l,https://data.gov.tw/dataset/112683,真資料,3,2,153.0,,json;text,1,tTyFLN2l,False
十五歲以上現住原住民族人口之教育程度─按年齡別分,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/8 下午 01:52:04,https://odportal.tw/dataset/tZRIGYkR,https://data.gov.tw/dataset/124714,真資料,1,1,1224.0,,text,1,tZRIGYkR,False
110年現住人口數按性別及原住民身分分,臺南市政府,臺南市政府民政局,CSV;JSON,24,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/tmTtkx0E,https://data.tainan.gov.tw/DataSet/Detail/650580ee-3fcc-4dfa-a0bf-5cae757dfa55,真資料,24,2,114.0,,html;text,1,tmTtkx0E,False
111年公務人員特種考試外交領事人員及外交行政人員考試、國際經濟商務人員考試、民航人員考試、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/18 上午 09:24:19,https://odportal.tw/dataset/uBmrVeO5,https://data.gov.tw/dataset/166752,二進位,1,1,,,zip,1,uBmrVeO5,False
國民年金老年基本保證年金及原住民給付每月核定案件及給付金額統計資料,政府開放資料平臺,,CSV;JSON;WEBSERVICES;XML,4,OGDL-1.0,2026/7/7 下午 03:38:39,https://odportal.tw/dataset/uDJo_imK,https://data.gov.tw/dataset/13347,真資料,4,2,38.0,,text;xml,1,uDJo_imK,False
新北市政府原住民族進用統計表,新北市政府,新北市政府人事處/人力科,CSV,1,OGDL-1.0,2026/7/27 上午 11:01:02,https://odportal.tw/dataset/uHVwgcd8,https://data.ntpc.gov.tw/datasets/db43c96b-ee5d-45cb-8f79-49a4bc4967e3,HTML殼,1,1,,,html,1,uHVwgcd8,False
107年外交、國際經濟商務及民航人員考試(第一試)、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/22 下午 04:32:02,https://odportal.tw/dataset/uJ9VyWKP,https://data.gov.tw/dataset/164834,二進位,1,1,,,zip,1,uJ9VyWKP,False
臺北市原住民與新住民子女學生占學生總數比率,臺北市政府,教育局,CSV,1,,2026/6/18 上午 09:47:16,https://odportal.tw/dataset/uLQOv_Mw,https://data.taipei/dataset/detail?id=9fa3699b-8766-47ad-81fc-7ca8063039de,網址無效,1,1,,,,1,uLQOv_Mw,False
原住民就業者的從業身分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/3/6 上午 07:03:02,https://odportal.tw/dataset/uNZ-1hFn,https://data.gov.tw/dataset/161544,真資料,3,2,8.0,,json;text,1,uNZ-1hFn,False
原住民族人口統計-依六階段年齡,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/21 下午 03:59:54,https://odportal.tw/dataset/uO5h2m4Z,https://data.gov.tw/dataset/176022,真資料,3,2,6.0,,json;text,1,uO5h2m4Z,False
現住原住民婚姻狀況(92年後)-年 依 期間，年齡層， 平地/山地，婚姻 與 男/女,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/4 上午 01:02:47,https://odportal.tw/dataset/uOQO8Oob,https://data.gov.tw/dataset/130092,失效,1,1,,,,1,uOQO8Oob,False
原住民族教育調查統計之歷年高級中等學校一年級族語能力比較,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:07:32,https://odportal.tw/dataset/uPHWbPD7,https://data.gov.tw/dataset/170577,真資料,3,2,89.0,,json;text,1,uPHWbPD7,False
高雄市原住民進用情形,高雄市政府,人事處,CSV;JSON,4,OGDL-1.0,2026/7/15 下午 12:37:53,https://odportal.tw/dataset/uQdDZooL,https://data.kcg.gov.tw/DataSet/Detail/581b1faf-ee3a-4793-800d-2d39ad7592b8,真資料,4,2,24.0,,json;text,1,uQdDZooL,False
原住民族進用統計表,政府開放資料平臺,,CSV;JSON,3,OGDL-1.0,2025/12/26 上午 09:26:36,https://odportal.tw/dataset/uhydyK8E,https://data.gov.tw/dataset/139186,真資料,3,2,3.0,,json,1,uhydyK8E,False
臺灣原住民族圖書資訊中心電子報目錄,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:11:33,https://odportal.tw/dataset/um2N_pRD,https://data.gov.tw/dataset/137773,真資料,3,2,229.0,,json;text,1,um2N_pRD,False
原住民族家庭住宅自有情形,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:00:17,https://odportal.tw/dataset/utyoBEve,https://data.gov.tw/dataset/145187,真資料,3,2,54.0,,json;text,1,utyoBEve,False
統計區原住民15歲以上人口十歲年齡組與性別與婚姻狀況人口統計,政府開放資料平臺,,XML,22,OGDL-1.0,2026/5/26 下午 04:37:07,https://odportal.tw/dataset/v6aqipor,https://data.gov.tw/dataset/18678,真資料,22,2,121.0,,xml,1,v6aqipor,False
109年臺東縣原住民族家庭服務中心,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/5/20 上午 11:06:35,https://odportal.tw/dataset/vE0nfHPZ,https://data.gov.tw/dataset/165762,真資料,1,1,16.0,,text,1,vE0nfHPZ,False
補辦增劃編原住民保留地清冊統計表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:49:55,https://odportal.tw/dataset/vMV_r4XC,https://data.gov.tw/dataset/145150,真資料,3,2,74.0,,json;text,1,vMV_r4XC,False
10411-01-42-2 臺中市高級中等學校原住民學生數-進修部(學校),政府開放資料平臺;臺中市政府,臺中市政府教育局,CSV;JSON;XML,21,OGDL-1.0,2026/8/11 上午 12:40:31,https://odportal.tw/dataset/vh_8Sdwi,https://opendata.taichung.gov.tw/search/57fe24eb-96e3-4d6a-ba02-b2f2b49dccae,真資料,21,3,170.0,,json,2,vh_8Sdwi;wlj03GYg,True
原住民族語言能力認證測驗之各方言別統計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:44:54,https://odportal.tw/dataset/vpwnRUM_,https://data.gov.tw/dataset/138814,真資料,3,2,714.0,,json;text,1,vpwnRUM_,False
原住民族企業科技應用需求項目-按統計區域分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:06:27,https://odportal.tw/dataset/vr2OQGId,https://data.gov.tw/dataset/174314,真資料,3,2,65.0,,json;text,1,vr2OQGId,False
臺北市原住民學生專門人才獎勵情形,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/17 上午 11:57:23,https://odportal.tw/dataset/vu1tZXGQ,https://data.gov.tw/dataset/134706,真資料,1,1,9.0,,text,1,vu1tZXGQ,False
原住民族語言能力認證測驗之各族語別統計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:44:46,https://odportal.tw/dataset/vwSZwjRJ,https://data.gov.tw/dataset/138815,真資料,3,2,160.0,,json;text,1,vwSZwjRJ,False
高雄市原住民人口數統計,政府開放資料平臺,,JSON,1,OGDL-1.0,2025/5/23 下午 07:12:13,https://odportal.tw/dataset/vwsNDX7c,https://data.gov.tw/dataset/157263,真資料,1,1,1572.0,,json,1,vwsNDX7c,False
原住民族委員會原住民族文化發展中心藝文活動含參加人數,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 01:03:22,https://odportal.tw/dataset/w-ZrLNi9,https://data.gov.tw/dataset/151582,真資料,3,2,57.0,,json;text,1,w-ZrLNi9,False
原住民族獎補助專區,政府開放資料平臺,,JSON,1,OGDL-1.0,2026/7/1 下午 11:38:44,https://odportal.tw/dataset/w1wFxSZp,https://data.gov.tw/dataset/55643,失效,1,1,,,json,1,w1wFxSZp,False
原住民族族語認證測驗各身分性別通過人數統計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:51:25,https://odportal.tw/dataset/w2Y2HO1W,https://data.gov.tw/dataset/145163,真資料,3,2,68.0,,json;text,1,w2Y2HO1W,False
臺北市國民中、小學原住民學生中途輟學概況,臺北市政府,主計處,CSV,1,,2026/3/15 上午 11:45:18,https://odportal.tw/dataset/wHYH7N20,https://data.taipei/dataset/detail?id=0658815d-c40f-4e6d-90ce-b71d84dce1d6,網址無效,1,1,,,,1,wHYH7N20,False
宜居建設計畫-強化部落安全防(減)災機能核定表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:10:40,https://odportal.tw/dataset/wYdJYy-g,https://data.gov.tw/dataset/157724,真資料,3,2,112.0,,json;text,1,wYdJYy-g,False
原住民族傳統智慧創作專用權登記總表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:51:05,https://odportal.tw/dataset/weU0BXoi,https://data.gov.tw/dataset/137779,真資料,3,2,95.0,,json;text,1,weU0BXoi,False
113年現住人口數按性別及原住民身分分,臺南市政府,臺南市政府民政局,CSV;JSON,24,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/xBJ7vWbM,https://data.tainan.gov.tw/DataSet/Detail/1d5e8f7f-9817-41ea-9c9e-d7dbf573cab8,真資料,24,2,114.0,,html;text,1,xBJ7vWbM,False
統計區原住民15歲以上人口十歲年齡組婚姻狀況人口統計,政府開放資料平臺,,XML,44,OGDL-1.0,2026/6/24 上午 10:58:03,https://odportal.tw/dataset/xDfeCVqE,https://data.gov.tw/dataset/18676,真資料,44,2,250.0,,xml,1,xDfeCVqE,False
原住民保留地筆數及面積,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:50:54,https://odportal.tw/dataset/xF7ZLYpb,https://data.gov.tw/dataset/112682,真資料,3,2,39.0,,json;text,1,xF7ZLYpb,False
111年直轄市山地原住民區長選舉政治獻金會計報告書(首次申報),政府開放資料平臺,,ZIP,3,OGDL-1.0,2023/7/27 下午 03:53:05,https://odportal.tw/dataset/xIcF2sGa,https://data.gov.tw/dataset/164267,二進位,3,2,,,zip,1,xIcF2sGa,False
114年現住原住民人口數按性別、原住民身分及族別分,臺南市政府,臺南市政府民政局,CSV;JSON,16,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/xZlajJOq,https://data.tainan.gov.tw/DataSet/Detail/654a47df-ff5d-4e83-be57-4b8bb21e06c3,真資料,16,2,114.0,,html;text,1,xZlajJOq,False
現住原住民戶口數,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/4 上午 01:02:43,https://odportal.tw/dataset/xaTIyYBQ,https://data.gov.tw/dataset/128976,失效,1,1,,,,1,xaTIyYBQ,False
臺北市原住民身心障礙者致殘成因,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/12 下午 03:38:56,https://odportal.tw/dataset/xemseGrv,https://data.gov.tw/dataset/135769,真資料,1,1,5.0,,text,1,xemseGrv,False
115年澎湖縣馬公市各里 現住人口數按性別及原住民身分分,澎湖縣政府,馬公戶政事務所,CSV;JSON;XML,3,UNKNOWN,2026/7/7 上午 03:10:07,https://odportal.tw/dataset/xr9QkORF,http://opendata.penghu.gov.tw/dataset/376561501a-2026-02-06-1770359788,真資料,3,2,612.0,,json;text,1,xr9QkORF,False
臺北市政府依法進用原住民概況,臺北市政府,人事處,CSV;ODS,1,,2026/6/24 下午 03:07:11,https://odportal.tw/dataset/xt1sRIc1,https://data.taipei/dataset/detail?id=ecc66d52-f1fa-48c7-8a17-69e54baa86ac,網址無效,1,3,,,,1,xt1sRIc1,False
原住民族委員會原住民族文化發展中心駐村藝術家,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:55:11,https://odportal.tw/dataset/xt83lTfD,https://data.gov.tw/dataset/137790,真資料,3,2,11.0,,json;text,1,xt83lTfD,False
臺北市原住民及新住民按月別,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/20 上午 11:56:37,https://odportal.tw/dataset/y--e8tKX,https://data.gov.tw/dataset/131824,真資料,1,1,340.0,,text,1,y--e8tKX,False
臺北市原住民長青學苑據點,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/2/11 上午 10:59:39,https://odportal.tw/dataset/yi0mL_aR,https://data.gov.tw/dataset/134634,真資料,1,1,5.0,,text,1,yi0mL_aR,False
臺北市原住民急難救助統計,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/17 上午 11:57:22,https://odportal.tw/dataset/yxm0fATI,https://data.gov.tw/dataset/134656,真資料,1,1,10.0,,text,1,yxm0fATI,False
臺南市原住民社團名冊,政府開放資料平臺,,CSV;JSON,4,OGDL-1.0,2025/12/12 下午 04:44:48,https://odportal.tw/dataset/zDII_SM6,https://data.gov.tw/dataset/135074,真資料,4,2,30.0,,json;text,1,zDII_SM6,False
高雄市原住民族別統計,高雄市政府,民政局,,0,OGDL-1.0,2025/5/20 下午 02:36:53,https://odportal.tw/dataset/zJXvlvGg,https://data.kcg.gov.tw/DataSet/Detail/1f6739e0-60e4-485b-8d4a-bd486ce49638,無資源,0,0,,,,1,zJXvlvGg,False
109年原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/21 上午 10:37:10,https://odportal.tw/dataset/zO3eYNes,https://data.gov.tw/dataset/164796,二進位,1,1,,,zip,1,zO3eYNes,False
臺北市中等學校及國小原住民學生數,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/4/28 下午 01:57:46,https://odportal.tw/dataset/zdMXJSne,https://data.gov.tw/dataset/131267,真資料,1,1,156.0,,text,1,zdMXJSne,False
臺北市原住民身心障礙者之年齡分配,臺北市政府,社會局,CSV,1,,2025/6/26 上午 11:58:51,https://odportal.tw/dataset/zj2soZsC,https://data.taipei/dataset/detail?id=ee545f18-0de1-46ae-a289-7e8b4d788551,網址無效,1,1,,,,1,zj2soZsC,False
